,Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
5364,69,Female,Houston,12,50.79,387,0
5366,67,Male,Houston,8,73.13,401,0
5386,68,Female,Miami,7,58.7,61,0
5399,65,Male,New York,11,80.24,420,0
5403,68,Female,Los Angeles,6,96.79,405,1
5411,68,Female,Houston,20,38.19,219,0
5412,68,Female,Houston,24,82.9,358,0
5420,66,Female,Miami,21,75.76,83,0
5427,68,Male,New York,8,90.28,409,1
5433,68,Female,Houston,16,53.78,86,1
5435,70,Female,Houston,1,48.15,494,1
5437,70,Female,Los Angeles,2,51.44,52,1
5439,68,Female,Los Angeles,9,62.12,76,1
5462,68,Female,New York,19,37.32,423,1
5464,67,Male,Miami,5,64.96,363,1
5476,65,Female,Los Angeles,24,85.43,100,0
5502,68,Female,Miami,4,71.56,384,0
5506,69,Male,Houston,4,59.32,428,1
5510,66,Female,Houston,13,80.33,488,1
5512,68,Female,New York,6,33.08,186,0
5532,69,Female,Los Angeles,12,30.7,57,1
5534,66,Male,Miami,22,67.07,164,0
5538,65,Female,Chicago,15,72.21,261,1
5560,68,Female,Chicago,19,50.99,470,1
5580,70,Female,Chicago,17,79.84,259,0
5586,69,Male,New York,12,57.66,222,0
5619,66,Male,New York,8,79.17,146,1
5621,66,Male,Chicago,9,92.17,240,0
5623,66,Female,Chicago,16,68.11,465,0
5626,66,Male,Houston,10,73.47,271,1
5637,68,Male,Miami,13,38.42,332,0
5648,68,Male,Chicago,16,63.76,282,0
5656,67,Female,New York,16,35.87,359,1
5666,70,Male,Houston,5,66.04,362,1
5670,65,Male,Los Angeles,17,61.48,298,0
5673,68,Male,Los Angeles,2,96.39,464,1
5685,66,Male,Miami,6,92.04,204,1
5699,67,Female,Chicago,19,44.4,329,1
5725,66,Female,New York,9,92.74,487,0
5736,69,Female,New York,18,62.88,293,0
5744,66,Male,Houston,19,43.72,260,1
5752,69,Female,Miami,13,37.26,448,1
5761,65,Male,New York,6,69.79,351,0
5767,67,Female,Chicago,15,51.19,303,0
5772,69,Female,Los Angeles,17,96.69,225,1
5781,69,Male,Miami,18,88.81,271,1
5786,69,Male,Chicago,5,41.23,463,0
5791,65,Female,Houston,10,78.85,351,0
5802,68,Female,Miami,18,99.23,329,1
5806,67,Male,Chicago,15,45.66,464,0
5815,69,Female,Chicago,20,76.85,490,1
5822,67,Female,New York,8,70.56,269,0
5832,65,Female,Miami,5,69.72,258,0
5841,67,Male,Houston,10,63.05,348,1
5848,66,Female,Los Angeles,1,36.65,309,1
5852,70,Male,Houston,4,53.1,62,0
5857,66,Male,Los Angeles,12,56.28,59,1
5864,70,Male,Los Angeles,21,48.36,140,0
5869,65,Female,Miami,4,91.39,394,1
5879,65,Male,Chicago,14,55.31,466,1
5890,65,Female,Chicago,24,90.14,194,1
5891,69,Female,Los Angeles,1,59.59,442,0
5892,69,Female,New York,20,97.33,497,0
5896,65,Male,Chicago,16,95.38,277,0
5901,66,Female,Houston,14,34.54,378,0
5906,69,Female,Miami,22,84.31,158,0
5920,66,Female,Houston,21,66.33,291,1
5950,69,Male,Los Angeles,20,67.74,440,1
5956,70,Female,Houston,6,39.85,218,0
5962,66,Female,Miami,23,50.55,285,1
5986,65,Male,Los Angeles,17,66.66,401,0
5995,66,Female,New York,23,78.15,111,1
5997,67,Male,Houston,22,34.67,223,1
6001,70,Male,Chicago,13,83.35,103,0
6014,69,Male,Chicago,2,31.2,61,0
6016,70,Female,Chicago,9,47.51,486,0
6036,66,Female,Chicago,6,97.03,278,1
6049,68,Female,Miami,1,81.07,416,0
6052,70,Male,New York,1,84.56,90,0
6063,65,Male,Los Angeles,7,94.75,361,1
6069,68,Male,Chicago,3,74.52,145,0
6075,66,Male,Miami,22,79.2,290,0
6079,68,Male,Chicago,11,79.91,241,1
6092,70,Female,New York,16,47.24,240,1
6101,70,Male,New York,6,67.29,353,1
6102,70,Male,Miami,24,91.97,493,0
6108,68,Female,Chicago,10,45.07,359,0
6113,65,Male,New York,4,49.02,236,1
6118,66,Female,Los Angeles,20,41.48,282,1
6133,67,Female,Los Angeles,23,83.51,95,1
6147,69,Male,Houston,6,35.62,149,0
6154,66,Female,New York,24,81.96,445,0
6163,66,Male,Miami,16,41.39,245,1
6179,69,Male,Los Angeles,17,60.03,462,0
6183,67,Male,Houston,5,73.89,317,1
6213,68,Male,New York,9,95.91,103,0
6214,65,Female,Los Angeles,24,85.49,118,1
6216,68,Male,New York,7,57.22,54,1
6230,67,Male,New York,15,44.73,379,1
6238,66,Female,Los Angeles,15,42.53,406,1
6241,66,Male,Houston,14,59.84,466,1
6243,66,Female,Miami,14,79.36,318,1
6260,67,Female,New York,19,66.35,393,1
6275,65,Male,Chicago,17,83.87,278,0
6288,66,Male,Miami,20,63.62,160,0
6295,66,Male,Houston,14,80.91,415,1
6323,67,Male,New York,23,41.6,413,0
6350,66,Male,Los Angeles,7,88.88,106,0
6381,66,Male,Houston,23,71.67,209,0
6389,68,Male,Chicago,18,87.3,477,1
6420,70,Male,Chicago,22,74.82,223,0
6421,69,Female,Chicago,6,68.42,205,1
6432,66,Male,Houston,19,47.93,267,0
6433,68,Female,Chicago,8,34.04,175,0
6434,70,Male,Los Angeles,11,36.12,179,1
6435,68,Female,Miami,10,66.06,124,0
6445,66,Female,Chicago,16,41.25,292,0
6452,69,Female,Chicago,14,51.58,114,0
6457,69,Female,Houston,24,51.89,212,1
6489,65,Female,New York,9,92.14,368,0
6496,69,Male,Los Angeles,16,97.16,307,1
6503,66,Female,Los Angeles,10,44.26,230,1
6517,66,Female,Los Angeles,13,80.97,368,1
6518,67,Female,New York,15,60.33,152,0
6523,65,Female,Houston,4,93.44,485,0
6531,67,Female,Los Angeles,10,61.02,146,1
6535,65,Female,Miami,11,71.69,100,1
6537,69,Male,Los Angeles,15,85.21,297,0
6547,68,Male,Houston,8,48.43,452,1
6553,68,Male,Miami,14,89.38,140,1
6559,68,Female,Chicago,18,69.73,390,1
6560,66,Female,Houston,4,93.82,89,1
6561,67,Female,Chicago,1,52.18,434,0
6568,66,Male,New York,10,65.98,480,1
6582,68,Female,Los Angeles,16,74.25,166,0
6585,66,Female,New York,14,53.71,470,1
6610,70,Male,New York,5,43.44,365,1
6617,66,Female,Chicago,24,69.61,443,1
6625,70,Female,Miami,8,53.42,225,0
6626,67,Male,Chicago,2,64.17,354,1
6627,66,Male,Miami,3,43.69,328,0
6635,67,Male,New York,6,35.5,233,0
6636,70,Female,New York,7,40.8,331,1
6656,68,Female,New York,24,89.99,402,1
6663,70,Male,Houston,22,33.61,322,1
6669,67,Male,Chicago,14,30.52,479,0
6683,70,Female,Houston,8,84.96,330,1
6689,66,Female,Houston,7,32.11,492,0
6700,67,Male,Chicago,13,99.95,254,1
6714,65,Female,New York,11,48.59,355,1
6727,69,Male,Chicago,21,43.33,164,1
6734,68,Male,Houston,21,90.17,449,0
6736,67,Female,Los Angeles,12,97.58,375,0
6756,68,Female,Miami,11,56.53,279,1
6763,70,Female,New York,10,35.22,122,0
6764,66,Male,Houston,6,65.15,402,0
6773,67,Male,Los Angeles,17,69.09,479,0
6774,67,Female,Chicago,14,61.93,245,1
6777,65,Male,Houston,1,36.17,460,1
6784,69,Female,New York,20,77.53,107,1
6785,66,Male,New York,20,97.67,230,0
6786,69,Male,Houston,13,39.9,223,0
6795,67,Female,Miami,3,83.18,200,0
6811,65,Female,Houston,12,55.25,125,1
6816,67,Male,Los Angeles,2,95.95,63,1
6840,66,Male,Chicago,4,36.59,397,0
6843,67,Female,Houston,7,36.71,349,1
6849,66,Male,Chicago,9,32.58,255,0
6855,67,Female,New York,21,45.38,168,0
6866,70,Male,Houston,3,98.33,370,0
6869,70,Female,Los Angeles,1,84.85,124,1
6880,66,Male,Chicago,12,75.61,291,1
6893,69,Male,Chicago,20,44.19,432,1
6896,70,Female,Los Angeles,24,61.09,323,0
6918,65,Female,Miami,2,74.22,88,1
6919,65,Female,Chicago,22,41.33,394,0
6922,65,Male,Miami,24,67.27,216,1
6923,66,Male,Houston,15,82.3,116,0
6924,70,Male,Los Angeles,7,76.3,465,1
6950,70,Female,Chicago,13,74.82,132,1
6998,70,Male,Chicago,18,48.66,444,1
7002,68,Male,Miami,17,51.67,56,0
7019,69,Male,New York,12,55.98,337,0
7022,66,Male,New York,14,32.15,87,0
7027,69,Female,Los Angeles,10,50.36,239,0
7028,66,Male,Miami,6,30.76,221,1
7032,69,Male,Los Angeles,18,69.67,66,1
7036,65,Male,New York,7,38.32,278,0
7039,66,Female,Houston,12,52.79,121,0
7058,67,Female,Los Angeles,5,51.5,340,0
7064,65,Female,Los Angeles,16,80.87,451,1
7079,70,Female,Miami,18,64.15,162,0
7104,69,Female,New York,7,81.38,328,0
7115,69,Female,Houston,15,44.03,385,1
7119,67,Female,Miami,9,69.14,119,0
7122,70,Female,Chicago,15,59.77,239,0
7125,65,Female,Los Angeles,7,52.3,492,1
7132,65,Male,Chicago,18,42.78,344,0
7146,68,Male,Los Angeles,19,54.91,296,0
7152,69,Female,New York,24,87.59,466,1
7158,69,Male,Los Angeles,10,65.65,343,0
7165,67,Male,Miami,2,51.73,206,1
7188,66,Female,Houston,21,59.71,186,0
7190,66,Female,New York,22,85.63,385,0
7192,66,Female,Miami,15,43.34,427,0
7228,67,Male,Houston,11,48.26,458,1
7233,70,Female,Houston,18,65.56,250,1
7235,66,Female,Chicago,9,68.64,152,1
7236,67,Male,New York,12,97.21,321,0
7238,69,Female,New York,11,39.68,455,1
7239,67,Male,Los Angeles,4,88.75,86,0
7245,69,Female,Houston,13,34.46,498,1
7247,68,Female,Chicago,18,84.37,111,0
7251,68,Male,Los Angeles,14,92.51,252,0
7259,70,Female,New York,4,75.18,461,1
7262,69,Female,Los Angeles,22,64.37,419,1
7263,69,Male,Miami,20,95.87,361,0
7268,66,Male,Chicago,5,97.68,317,1
7269,68,Female,Miami,3,48.62,353,1
7270,66,Female,Houston,20,87.44,441,0
7277,70,Male,Houston,14,56.09,412,1
7290,65,Male,Los Angeles,5,51.42,306,1
7298,67,Male,Los Angeles,13,39.7,453,0
7308,67,Male,Los Angeles,6,65.71,238,0
7323,66,Female,New York,8,37.36,408,1
7327,68,Female,New York,12,72.82,487,1
7342,65,Male,Los Angeles,16,55.06,157,0
7351,70,Female,Los Angeles,23,42.34,52,1
7358,69,Female,Chicago,18,98.67,65,0
7369,68,Male,Miami,3,79.57,360,0
7376,68,Female,Houston,15,82.62,102,1
7378,68,Male,New York,2,64.78,262,1
7382,66,Female,Chicago,18,31.9,483,0
7402,68,Female,Houston,13,70.56,53,1
7409,67,Male,Miami,13,91.38,228,0
7410,67,Male,New York,9,73.15,499,0
7419,69,Female,Miami,6,47.97,113,1
7443,67,Female,Houston,22,77.36,92,0
7444,66,Female,Houston,12,79.83,109,1
7445,69,Female,Miami,19,67.38,95,0
7454,70,Male,New York,1,73.62,371,0
7456,70,Female,Chicago,22,30.84,461,0
7466,67,Male,Los Angeles,13,30.66,261,0
7471,68,Male,Los Angeles,10,44.91,182,0
7473,69,Female,Houston,16,81.52,120,1
7479,68,Male,Miami,22,92.84,169,1
7484,67,Male,Miami,21,85.45,393,0
7485,66,Female,Houston,13,61.35,351,1
7486,69,Female,Los Angeles,19,72.27,475,1
7490,65,Male,Miami,17,96.84,348,1
7502,65,Female,Chicago,22,60.81,74,1
7508,70,Male,New York,15,74.26,299,0
7515,69,Female,Los Angeles,13,67.64,315,1
7521,69,Male,New York,17,30.16,410,0
7524,65,Male,Houston,10,72.63,167,0
7525,66,Male,Miami,20,59.48,124,1
7526,65,Male,Houston,12,39.99,373,0
7531,68,Female,New York,13,77.26,359,0
7558,66,Female,Houston,11,49.68,184,0
7574,69,Female,Houston,24,47.91,344,1
7575,69,Male,New York,19,61.04,135,1
7584,68,Male,Los Angeles,15,68.51,220,1
7588,70,Female,Chicago,4,68.93,64,1
7594,65,Female,New York,24,56.02,382,1
7603,69,Female,Los Angeles,16,50.67,356,1
7609,65,Female,Chicago,18,90.6,380,0
7618,66,Male,Los Angeles,17,95.76,326,1
7624,66,Female,Chicago,6,57.06,207,1
7625,68,Female,Houston,4,98.03,83,0
7627,65,Female,New York,14,92.81,58,1
7633,68,Female,Chicago,1,56.88,255,0
7639,70,Female,Miami,20,89.81,263,0
7641,67,Female,Chicago,1,80.7,394,0
7647,67,Male,New York,22,92.57,184,1
7669,68,Male,Los Angeles,22,95.94,113,1
7674,69,Female,Los Angeles,18,75.85,263,1
7676,70,Female,New York,2,66.63,462,0
7681,65,Female,New York,23,56.03,492,1
7697,67,Male,Miami,2,64.35,95,0
7700,66,Female,Miami,3,78.64,150,0
7719,70,Male,Chicago,19,76.85,156,0
7726,65,Male,Houston,20,73.52,247,1
7738,66,Male,Houston,14,31.39,174,0
7739,65,Female,Miami,12,84.53,205,0
7753,65,Male,New York,13,83.48,200,1
7756,66,Male,Houston,7,37.06,202,1
7757,66,Female,Los Angeles,20,58.94,491,0
7758,65,Male,Houston,23,94.04,151,1
7793,70,Male,Los Angeles,18,72.43,294,1
7808,67,Female,Houston,11,68.51,328,1
7831,66,Female,Houston,20,97.11,122,1
7836,69,Female,New York,15,41.14,492,0
7837,69,Male,Houston,23,54.35,499,0
7846,65,Male,New York,24,66.24,195,0
7854,70,Female,Houston,8,95.51,464,1
7855,70,Female,Los Angeles,7,32.25,409,0
7862,67,Male,New York,13,36.51,305,1
7865,70,Female,Houston,19,85.92,188,1
7872,66,Male,New York,4,73.49,170,1
7880,69,Female,New York,10,87.85,211,1
7886,68,Male,Chicago,21,80.91,482,0
7933,66,Female,Houston,10,48.66,128,1
7950,66,Male,Miami,13,96.46,241,0
7959,66,Female,Chicago,15,50.81,132,1
8000,65,Male,Miami,7,48.58,303,1
8001,65,Female,Los Angeles,22,72.93,237,1
8026,68,Female,Miami,24,30.03,172,1
8029,65,Female,Chicago,8,62.67,111,1
8030,66,Male,Los Angeles,19,97.82,146,1
8037,66,Female,Los Angeles,20,38.46,449,1
8054,66,Male,Los Angeles,13,99.4,454,0
8055,68,Male,Houston,14,30.42,410,1
8064,68,Female,Miami,5,55.44,123,0
8074,69,Male,New York,13,57.58,233,0
8085,67,Male,Chicago,3,99.77,94,0
8101,65,Male,Houston,16,94.85,424,1
8103,68,Male,Houston,7,63.29,307,0
8110,65,Female,Houston,22,89.37,135,0
8116,67,Male,Chicago,24,90.57,81,1
8123,70,Female,Chicago,15,60.87,396,0
8135,65,Female,Los Angeles,23,93.7,498,1
8141,69,Female,Miami,13,40.93,187,1
8143,66,Female,Houston,15,50.03,410,0
8149,66,Male,Houston,10,41.44,291,1
8150,65,Female,Miami,4,65.83,216,1
8151,66,Male,New York,3,32.37,476,0
8157,70,Female,Los Angeles,9,90.38,421,0
8161,69,Female,Chicago,21,69.38,220,0
8164,69,Female,Houston,18,49.25,286,1
8186,68,Male,Chicago,7,66.16,406,0
8188,69,Female,Chicago,8,50.61,420,1
8195,67,Male,Los Angeles,22,96.92,77,1
8203,68,Female,Houston,12,65.98,202,0
8210,68,Female,Chicago,3,62.01,421,1
8212,68,Male,New York,11,58.09,411,1
8215,69,Female,Los Angeles,12,98.3,290,0
8228,65,Female,Chicago,18,41.27,316,1
8229,67,Female,Chicago,8,68.55,265,1
8230,67,Male,New York,5,35.55,371,0
8234,70,Female,Chicago,14,59.64,344,0
8239,69,Female,New York,17,49.7,240,1
8240,66,Female,New York,6,90.58,92,1
8243,67,Male,Houston,11,31.05,292,1
8249,65,Female,Houston,11,65.19,365,1
8259,65,Male,New York,18,37.21,370,1
8260,69,Male,Los Angeles,7,67.22,260,0
8263,67,Female,Los Angeles,6,68.38,194,1
8280,67,Male,Los Angeles,3,94.96,271,0
8289,66,Female,Miami,23,54.37,463,1
8291,67,Male,Chicago,11,87.87,373,0
8297,70,Female,Houston,11,66.11,242,1
8302,68,Male,New York,12,76.98,358,1
8306,67,Male,Miami,8,93.14,270,1
8320,70,Female,Los Angeles,13,99.72,430,1
8323,70,Female,Houston,4,34.68,85,1
8355,67,Male,New York,11,67.11,362,1
8371,66,Male,Los Angeles,20,90.36,479,0
8379,70,Male,Miami,11,85.35,69,0
8392,70,Female,New York,7,59.46,288,1
8408,68,Female,Chicago,20,88.1,417,0
8413,65,Female,Miami,14,96.05,301,1
8424,67,Male,Chicago,23,87.08,265,1
8427,69,Female,Houston,23,53.33,230,1
8456,68,Male,New York,12,76.39,93,1
8472,68,Male,Houston,9,45.27,130,1
8495,65,Male,Houston,4,99.91,190,0
8503,69,Male,New York,24,63.01,334,1
8505,70,Female,Miami,18,44.66,378,1
8515,67,Male,Los Angeles,15,42.6,334,1
8521,70,Male,Miami,10,95.76,223,0
8523,69,Female,Miami,5,46.94,181,0
8541,70,Male,Los Angeles,15,66.41,187,1
8570,69,Female,Chicago,8,40.36,282,0
8587,70,Female,Chicago,4,65.72,188,0
8601,66,Male,Chicago,12,49.09,165,1
8605,67,Female,Houston,16,60.51,367,1
8608,65,Female,Houston,10,47.38,375,0
8625,66,Female,Chicago,17,71.78,96,0
8627,69,Female,Chicago,21,89.38,105,1
8641,68,Female,Houston,7,46.96,153,1
8650,67,Female,Houston,21,87.02,430,0
8670,70,Female,Houston,13,87.39,226,1
8706,66,Male,Chicago,21,62.79,133,0
8711,70,Female,Chicago,17,83.86,290,1
8713,67,Male,Miami,10,40.37,100,0
8714,67,Female,Houston,2,40.98,301,1
8734,65,Female,Los Angeles,3,87.62,127,0
8742,70,Male,Houston,5,52.67,493,1
8756,66,Female,Houston,18,99.96,50,0
8760,69,Male,Los Angeles,13,37.56,500,0
8761,70,Male,New York,11,93.89,418,0
8773,66,Male,Houston,6,80.1,139,1
8783,68,Male,Los Angeles,15,88.08,170,1
8784,67,Male,Miami,6,63.44,121,1
8791,69,Male,Houston,20,88.44,330,1
8798,67,Female,Houston,8,93.29,57,0
8800,70,Female,Los Angeles,12,90.84,429,0
8820,69,Male,Houston,15,30.7,151,0
8829,68,Male,Los Angeles,22,57.39,62,1
8832,67,Male,Miami,7,57.76,473,0
8837,67,Male,New York,19,40.57,442,1
8857,66,Female,Los Angeles,9,70.55,114,1
8863,65,Female,Miami,17,35.14,305,1
8868,66,Female,Miami,6,79.7,376,1
8877,70,Male,Houston,19,96.42,288,1
8878,68,Female,Miami,7,39.92,497,0
8881,70,Male,Houston,10,56.58,475,0
8900,70,Male,Houston,1,91.27,127,1
8906,70,Female,New York,19,74.73,255,0
8913,65,Male,Chicago,15,77.52,148,0
8916,70,Male,Los Angeles,3,45.92,104,0
8917,67,Female,Los Angeles,16,69.02,398,1
8926,69,Female,Miami,1,60.2,276,0
8927,68,Female,Los Angeles,6,75.59,403,1
8938,66,Male,New York,7,47.88,187,0
8965,68,Male,Miami,6,93.65,84,0
8975,66,Male,Houston,1,50.65,176,0
8983,69,Female,Los Angeles,19,99.26,146,0
8995,65,Female,New York,20,71.0,344,0
9008,66,Female,Miami,20,36.74,111,1
9025,67,Female,Los Angeles,11,51.81,72,0
9042,68,Male,Miami,23,87.93,215,0
9046,67,Male,New York,18,86.95,305,1
9053,67,Male,Chicago,21,92.82,240,1
9056,69,Male,New York,21,35.01,470,1
9058,65,Female,Miami,16,70.0,426,0
9060,70,Male,New York,19,48.08,186,1
9062,66,Male,Houston,10,68.3,54,0
9071,68,Male,Miami,24,59.12,60,0
9073,67,Female,Houston,20,90.08,91,1
9092,70,Male,New York,15,67.44,131,1
9101,65,Female,New York,24,95.97,355,1
9109,69,Female,Miami,21,57.44,385,1
9116,66,Female,Houston,14,50.71,203,0
9129,67,Female,Chicago,14,76.49,128,1
9140,65,Male,Chicago,19,33.85,115,1
9141,66,Male,Miami,18,93.77,54,1
9143,70,Male,Chicago,15,43.83,242,1
9159,69,Female,Miami,21,56.49,368,1
9165,67,Male,Chicago,17,90.01,113,1
9169,69,Female,Houston,13,32.71,395,1
9178,68,Male,Chicago,17,50.82,299,0
9183,67,Male,Los Angeles,19,59.2,435,1
9188,68,Female,Chicago,11,77.37,459,1
9192,70,Male,Los Angeles,14,54.14,100,1
9196,66,Male,New York,2,53.42,175,0
9199,65,Male,Chicago,21,88.69,206,0
9201,65,Female,Houston,24,57.45,121,1
9203,66,Female,Houston,11,99.08,191,1
9206,69,Female,Los Angeles,3,96.61,59,1
9210,65,Female,Chicago,18,69.47,146,1
9213,65,Female,Miami,19,75.33,401,1
9219,65,Male,Miami,6,48.87,216,1
9225,69,Female,Miami,14,92.84,354,1
9234,66,Male,Miami,13,97.27,486,1
9244,70,Female,New York,21,84.47,243,1
9253,66,Male,Miami,24,36.65,295,0
9256,67,Female,Miami,2,83.49,426,1
9275,68,Female,Houston,19,44.89,418,1
9287,69,Male,Chicago,22,93.38,433,1
9289,67,Female,Chicago,11,97.1,295,0
9290,70,Female,Chicago,20,44.34,249,0
9294,69,Female,Los Angeles,21,36.09,341,1
9299,69,Male,Houston,6,73.61,381,0
9304,70,Male,Houston,18,48.08,136,1
9305,68,Female,Los Angeles,14,49.98,370,0
9314,65,Male,Chicago,20,39.42,185,1
9320,68,Male,Chicago,6,91.61,467,0
9337,68,Male,New York,14,32.05,484,0
9343,70,Female,New York,12,41.16,82,1
9359,65,Female,Chicago,23,71.33,320,1
9367,66,Female,Houston,22,63.01,444,0
9369,66,Male,New York,15,56.32,303,0
9397,69,Male,Houston,21,91.48,201,1
9426,67,Female,Houston,24,49.7,101,1
9430,70,Male,Chicago,24,37.05,186,0
9441,66,Male,New York,17,56.27,171,0
9448,69,Male,New York,16,89.57,295,1
9453,69,Male,Los Angeles,21,43.84,55,0
9454,65,Female,Los Angeles,17,62.37,242,1
9481,66,Male,Houston,6,44.89,258,0
9485,70,Male,Los Angeles,14,50.66,338,1
9507,68,Female,New York,19,80.03,87,0
9533,68,Female,New York,6,45.83,152,0
9539,70,Female,Los Angeles,8,82.31,386,0
9566,70,Female,Houston,13,54.34,308,0
9568,65,Female,Chicago,16,53.73,311,0
9569,66,Female,Houston,16,66.09,308,1
9571,67,Male,Miami,8,67.75,395,1
9581,67,Female,Houston,19,93.06,258,1
9601,68,Male,New York,21,92.5,188,1
9615,70,Male,Chicago,11,77.72,369,1
9617,68,Female,New York,2,45.95,357,0
9621,69,Male,New York,10,66.59,227,0
9630,67,Male,Chicago,15,92.54,452,0
9636,70,Male,Houston,22,36.36,322,0
9638,69,Female,Chicago,16,85.7,360,0
9649,69,Male,New York,6,52.07,111,0
9667,65,Female,Houston,9,56.93,497,0
9672,67,Female,Houston,10,52.82,361,1
9676,65,Female,Miami,9,86.76,110,1
9695,65,Male,Los Angeles,12,91.82,278,1
9698,66,Female,Miami,8,47.76,303,0
9702,70,Female,Houston,11,37.55,150,1
9703,68,Male,Houston,7,57.96,302,1
9710,69,Female,Chicago,17,87.7,173,0
9716,69,Female,Miami,7,59.87,282,1
9744,67,Female,Chicago,18,76.78,190,1
9749,67,Female,Chicago,6,82.74,257,0
9774,66,Female,Chicago,10,49.79,441,1
9775,69,Male,Los Angeles,11,91.61,342,1
9782,67,Male,New York,3,58.45,58,1
9783,69,Female,Miami,22,38.61,58,0
9786,67,Male,Houston,12,34.83,257,1
9793,70,Male,Los Angeles,23,98.35,395,0
9800,67,Male,New York,1,35.19,397,0
9805,65,Female,Miami,24,55.73,241,1
9819,69,Male,Chicago,17,55.31,294,1
9833,65,Male,Chicago,9,52.48,118,0
9835,65,Male,New York,4,88.99,207,0
9836,68,Female,Miami,3,43.31,303,0
9851,68,Male,Miami,12,62.47,63,1
9852,66,Male,Chicago,17,58.64,265,0
9860,68,Female,Miami,3,61.68,261,0
9861,65,Male,Chicago,24,44.79,449,0
9870,67,Female,Houston,22,96.06,271,0
9880,65,Female,New York,14,87.9,202,0
9889,65,Male,Chicago,14,83.71,194,0
9892,69,Female,Houston,21,31.16,86,1
9903,67,Female,Houston,7,88.59,432,0
9906,66,Male,Houston,23,77.57,257,1
9916,65,Male,Chicago,19,41.53,189,0
9934,67,Male,Los Angeles,21,67.31,290,0
9935,68,Male,Houston,14,88.22,233,1
9939,69,Female,Houston,12,95.8,246,1
9951,66,Male,Chicago,8,47.26,126,0
9957,70,Male,New York,5,65.17,55,1
9960,69,Female,Chicago,7,92.41,361,1
9962,67,Male,Chicago,15,67.73,375,1
9963,69,Male,Houston,21,32.21,72,1
9967,67,Male,Houston,6,53.86,152,1
9978,70,Female,Houston,11,67.02,474,0
9982,66,Male,Los Angeles,10,62.57,348,0
9989,67,Male,Houston,21,87.53,260,0
9991,66,Female,Houston,22,47.12,470,1
9994,66,Male,Houston,15,84.06,199,0
10018,67,Female,Chicago,11,32.06,89,1
10037,70,Male,Miami,2,34.55,97,0
10049,70,Female,New York,20,62.61,421,0
10055,70,Female,Miami,6,95.18,158,0
10058,65,Male,Houston,5,45.34,211,1
10068,68,Female,Chicago,15,49.89,100,0
10070,65,Female,Los Angeles,13,83.49,301,1
10084,69,Male,New York,10,93.65,89,1
10086,66,Female,Los Angeles,15,61.78,348,0
10089,66,Male,Houston,7,55.02,293,1
10115,70,Female,Chicago,24,70.45,350,1
10119,67,Female,Los Angeles,15,39.15,92,0
10136,65,Male,Houston,19,94.97,459,1
10158,65,Male,Miami,2,93.9,377,1
10166,69,Male,New York,22,36.34,184,0
10169,69,Female,New York,11,79.91,87,1
10174,68,Male,New York,5,76.46,427,0
10179,68,Male,Los Angeles,5,48.59,335,0
10183,67,Female,New York,1,35.95,281,1
10188,69,Female,New York,20,97.71,433,1
10197,70,Male,Chicago,20,78.46,113,0
10205,68,Male,Los Angeles,4,81.64,423,0
10227,70,Female,New York,18,82.92,364,0
10231,69,Female,New York,1,46.02,493,0
10235,70,Male,Chicago,17,85.06,344,1
10238,69,Female,Houston,7,59.6,78,0
10239,68,Female,Los Angeles,15,52.15,246,1
10258,69,Female,New York,20,38.32,473,1
10265,66,Female,Houston,3,59.57,114,1
10267,65,Male,Chicago,17,68.74,324,1
10275,68,Female,Chicago,13,63.59,336,1
10280,70,Female,Chicago,13,88.73,479,1
10290,66,Male,Houston,3,35.43,281,1
10291,67,Male,Miami,24,77.27,75,1
10296,70,Male,Miami,7,80.1,58,1
10314,65,Female,New York,20,63.75,355,1
10321,69,Male,Chicago,16,52.74,476,1
10329,68,Female,Miami,19,93.39,293,0
10330,66,Female,Chicago,14,41.63,356,0
10344,66,Male,New York,24,38.6,87,1
10346,68,Male,Miami,2,95.96,124,0
10356,70,Male,Houston,9,63.06,261,1
10368,69,Female,Houston,24,95.54,475,1
10381,66,Female,Miami,11,73.19,344,0
10394,69,Male,New York,11,37.47,357,1
10395,67,Female,Miami,20,45.28,322,1
10397,65,Male,Los Angeles,21,41.77,158,0
10398,66,Female,Los Angeles,23,73.64,336,1
10400,68,Female,New York,16,93.05,497,1
